Geography_Germany,Geography_Spain,Gender_Male,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,avg_tx_amount,std_tx_amount,days_since_last_tx,tx_q1q2_rate_of_change,tx_q2q3_rate_of_change,avg_ss_duration,std_ss_duration,days_since_last_ss,ss_q1q2_rate_of_change,ss_q2q3_rate_of_change,failed_ratio_spike_q2,failed_ratio_spike_q3,failed_ratio_volatility,CustomerId,Surname
0.0,1.0,0.0,-0.4364780387231289,0.2085538486731208,-1.5553150795774706,-0.0126541355551008,-0.9192544052846996,0.0,1.0,0.214729345168824,-0.6562213520293952,0.050831721006819,-0.1502008296286636,0.5959465058455536,0.1757085377108986,0.5755584401001315,0.0369260862083836,-0.0469659019795534,-0.0287812316113536,0.1430671365726679,1.4947779920259752,-0.2114570151921181,0.6087499309056936,15647311,Hill
0.0,0.0,0.0,0.5022391129767763,0.0173359733999687,-1.5553150795774706,-1.2136716886614165,0.8172994415827596,0.0,0.0,-0.111342326357382,0.5922632293325167,1.4701517470478511,0.3466694848249642,-0.151559445255137,0.4961866358863298,-1.3552612260138948,-1.4228946189109328,1.06392123190176,0.8442272099901906,-0.092681694134658,0.0059367650489795,0.0082052907654416,-0.8163664414281344,15701354,Boni
0.0,1.0,0.0,2.059890650412883,0.3997717239462729,-1.1917065618672626,1.1567043312204155,-0.9192544052846996,1.0,1.0,-0.3681885671106026,-0.5231314248660937,0.1854027145734839,-0.5228535654688845,-0.0965957723800862,-0.0021912667870222,0.7153467617658612,0.0375608527179198,-0.8404567118947773,0.8442272099901906,0.26749013055709,-1.813758067922904,0.0082052907654416,1.0512392558840469,15737888,Mitchell
0.0,0.0,1.0,1.7710546037359889,1.069034287402305,0.6263360266837771,-1.2136716886614165,0.8172994415827596,1.0,1.0,-1.5706864719410671,-0.3301221609695018,-0.2126476435648688,-0.5228535654688845,-0.0179109354221188,0.0237834851460006,0.7121404922523198,0.3478582196081738,-0.364362225945643,-0.1257821695670808,-0.2452250551805748,0.9693046177988002,0.1313884662632105,0.2444430605122313,15592531,Bartlett
0.0,0.0,1.0,-1.5402443599526878,0.4953806615828489,-0.4644895264468467,0.4264319495092414,0.8172994415827596,0.0,1.0,-0.4403788955810243,2.087312797558619,1.1636389368014424,-0.5228535654688845,-0.156368766631704,0.5264555640778483,1.6190553701265846,1.773145543307285,-0.6024094689202102,-0.2605056945055907,-0.1763345050308059,0.0059367650489795,0.0082052907654416,-0.8163664414281344,15792365,He
0.0,0.0,1.0,0.347505516542726,-1.1299712782389435,-1.1917065618672626,0.3404062643827608,-0.9192544052846996,1.0,1.0,-0.4963870291501086,0.0157365732803354,-0.8100073598450278,-0.5228535654688845,0.1685489855691587,-0.0717365703496321,-0.9028032788752168,-1.061338759316244,1.3019684748763272,-0.1257821695670808,0.9446131609775764,0.0059367650489795,0.0082052907654416,-0.8163664414281344,15592389,H?
0.0,0.0,1.0,-1.261723886371397,-0.7475355276926394,0.2627275089735691,-0.163120290185219,0.8172994415827596,0.0,0.0,-0.349076144546016,-0.8030196222277616,-1.086123793661207,-0.5228535654688845,-0.1638713079791484,0.3918544197146169,-0.6970546674381776,-0.7788679528375703,0.7465249079356705,-0.2278884200467935,-1.0842135409331173,0.1073439074436975,-0.9156685254678246,0.1246539913620272,15767821,Bearce
0.0,1.0,1.0,-1.5815066523351011,-1.4167980911486715,-0.8280980441570547,-1.2136716886614165,0.8172994415827596,1.0,0.0,-0.4151253472121758,-0.5194450845032361,-0.349249789390656,-0.3986359868554776,-0.2420878476375736,0.033443516856629,-1.529295179422773,-1.0089801162545244,1.06392123190176,0.2899361359574641,-0.3520054079127167,0.0059367650489795,0.0082052907654416,-0.8163664414281344,15737173,Andrews
0.0,0.0,0.0,-1.7981336873427716,-0.4607087147829113,1.717161579814401,-1.2136716886614165,0.8172994415827596,1.0,0.0,-1.2884797109547237,-0.8465770264116692,-0.6998787671156657,-0.5228535654688845,-0.146063077967632,-0.1024777293270124,-1.1054051407400547,-0.9495526592743834,0.5084776649611034,-0.2066162845301867,0.7324392133409829,0.0059367650489795,0.0082052907654416,-0.8163664414281344,15632264,Kay
0.0,0.0,0.0,-1.0450968513637269,-1.3211891535120956,-0.1008810087366388,-1.2136716886614165,0.8172994415827596,0.0,0.0,1.5791469371492397,-0.5709342746854666,-0.6716772688210951,-0.5228535654688845,-0.0681978747279767,0.1186363655882037,-0.8799692408203862,-0.6623131171999933,0.3497795029780585,-0.8047887352571708,1.8522461592007813,-0.8129259097883681,0.0082052907654416,0.0240561223623474,15691483,Chin
0.0,1.0,0.0,-0.1579575651418383,-0.3650997771463353,0.6263360266837771,-1.2136716886614165,0.8172994415827596,1.0,1.0,-0.5969837884450435,0.1895538031252321,0.6455652991845818,-0.5228535654688845,-0.0404106845522565,0.1133404528155525,1.278641284412986,0.6104973137877664,-0.5230603879286878,-0.5030080393949086,0.4966903826336569,0.0059367650489795,0.0082052907654416,-0.8163664414281344,15600882,Scott
1.0,0.0,1.0,-0.3539534539583021,0.590989599219425,-0.8280980441570547,1.9233983503404404,0.8172994415827596,0.0,1.0,-0.6252841185116685,-0.8146694451730375,-1.0205729289028291,-0.3986359868554776,-0.0965957723800862,0.2983287419411039,0.3496050486303417,0.0969380028147466,-0.1263149829710758,-0.3076589282340692,-0.6911210336224857,-1.0176415784977049,0.0082052907654416,0.2341617633099678,15643966,Goforth
0.0,1.0,0.0,-1.0450968513637269,-1.4167980911486715,1.3535530621041931,-1.2136716886614165,0.8172994415827596,1.0,1.0,-1.495011543702963,-0.995604345141153,-0.9262009056709792,-0.3986359868554776,0.2400772328127621,0.0161012554833854,-1.4684942223505604,-1.4220232661028347,-0.1263149829710758,-0.3682845144563986,2.06834925401583,0.0059367650489795,1.9714371502611323,1.28468996804807,15788218,Henderson
0.0,1.0,1.0,-0.6531050737307993,0.590989599219425,0.2627275089735691,-1.2136716886614165,-0.9192544052846996,0.0,0.0,1.0186251700693316,0.0309157253946836,-0.1743641073061247,-0.5228535654688845,-0.1974329722316217,0.3781378159394077,-0.9374561126774894,-0.5317128701460339,0.1910813409950137,0.3592225202115549,-0.8706528354688339,-1.6317885846257156,2.625847770093029,1.6258449088612488,15661507,Muldrow
0.0,0.0,0.0,0.7807595865580669,-1.4167980911486715,0.2627275089735691,-1.2136716886614165,0.8172994415827596,1.0,1.0,-0.7925928182116897,-0.6445942398560321,-0.6140615372193824,-0.5228535654688845,-0.1409457704930583,0.0676838959229201,-0.6909198947047454,-0.5455652298893522,3.682440904621999,-0.0449480546039748,-0.6911210336224857,0.0059367650489795,0.0082052907654416,-0.8163664414281344,15568982,Hao
0.0,0.0,1.0,0.8426530251316869,0.2085538486731208,0.989944544393985,-1.2136716886614165,0.8172994415827596,1.0,1.0,1.231198822493761,-0.115471138112385,0.0686447056362105,-0.5228535654688845,0.0817385904387091,-0.0037591972673429,0.2334538337041441,0.5918218607647696,-0.6817585499117326,-0.346238846739188,-0.3977684162264917,-0.7384838484395183,0.0082052907654416,-0.0523459288913327,15577657,McDonald
0.0,1.0,0.0,-0.147641992046235,-0.6519265900560635,0.989944544393985,-1.2136716886614165,0.8172994415827596,1.0,0.0,0.6679290632066802,0.1019650332297141,0.324377539862797,-0.5228535654688845,0.2516540589562355,-0.0344721884406828,0.71872248422046,0.2831027570519799,-0.6024094689202102,0.143664880309939,-0.3745552960673304,-0.191856151578399,0.1978895283978755,-0.6133658221550712,15597945,Dellucci
0.0,0.0,1.0,0.1927719201086757,0.686598536856001,-0.8280980441570547,-1.2136716886614165,0.8172994415827596,0.0,1.0,-1.5981271942253945,-0.5162253274353334,-0.4573226468292615,-0.0259832510152566,0.1956064513230907,-0.1611224018377071,2.5436485110621576,2.799033457086112,-0.761107630903255,-0.6480949124056116,0.3395244954954396,-1.2538519654700169,0.0082052907654416,0.4765913490187604,15725737,Mosman
0.0,0.0,0.0,2.0186283580304694,-0.0782729642366072,-0.1008810087366388,-1.2136716886614165,-0.9192544052846996,1.0,1.0,1.522670845229273,-0.4216175531864211,0.0279389806320672,-0.3986359868554776,1.7154697375636938,0.0655148221359152,0.2981099737787656,-0.2697999353224317,0.1117322600034913,0.0234500426724994,-0.1791229320606776,0.0059367650489795,0.0082052907654416,-0.8163664414281344,15625047,Yen
0.0,0.0,1.0,-0.7562608046868329,-1.3211891535120956,-0.8280980441570547,-1.2136716886614165,0.8172994415827596,0.0,1.0,0.423197473193201,-0.3186462891498495,-1.309104336788995,-0.5228535654688845,0.4817911852589097,0.2151809134392508,-0.6227187093590716,-0.925202424270589,2.333506527766118,-0.3021475113047665,-0.092681694134658,-2.971745688905012,0.0082052907654416,2.2397156087190724,15738191,Maclean
